id,kennel_id,name,address,city,state,zip_code,county,township,license_number,last_status,last_issued_license_year,last_license_class,details_url,created_at,updated_at
2797,15355,Dale Zimmerman Kennel,315 Gibble Road,,PA,,LEBANON,Heidelburg,16501,Closed - Voluntarily,2023,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15355,2025-12-18 15:16:38,2025-12-18 15:16:38
2798,15948,Daublands Labradors & Cavapoos,280 Fort Swatara Road,,PA,,LEBANON,Union,17086,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15948,2025-12-18 15:16:38,2025-12-18 15:16:38
2799,2724,Deep Run Kennel,960 Stracks Dam Road,,PA,,LEBANON,Bethel,03968,Closed - Voluntarily,2020,CK4: 151-250 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/2724,2025-12-18 15:16:39,2025-12-18 15:16:39
2800,1488,Derryveagh Kennel,21 Huckleberry Road,,PA,,LEBANON,Union,02501,Open,2026,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/1488,2025-12-18 15:16:39,2025-12-18 15:16:39
2801,17087,"Dmytr's Kennel",189 Fisher Avenue,,PA,,LEBANON,Union,17225,Closed - Voluntarily,2022,DK1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17087,2025-12-18 15:16:39,2025-12-18 15:16:39
2802,17263,"Dmytry's Kennel",189 Fisher Avenue,,PA,,LEBANON,Union,17401,Closed - Voluntarily,2023,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17263,2025-12-18 15:16:40,2025-12-18 15:16:40
2803,9712,Dog Town Pet Resort,671 W Main St,,PA,,LEBANON,North Londonderry,10907,Closed - Voluntarily,2019,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/9712,2025-12-18 15:16:40,2025-12-18 15:16:40
2804,10699,Dog Town Pet Resort,671 W Main St,,PA,,LEBANON,North Londonderry,11889,Closed - Voluntarily,2019,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/10699,2025-12-18 15:16:40,2025-12-18 15:16:40
2805,18381,Fireplace Frenchies,107 W. Washington Ave,,PA,,LEBANON,Myerstown,18516,Open,2026,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18381,2025-12-18 15:16:40,2025-12-18 15:16:40
2806,3164,"FISCHER'S LIL' KENNEL",200 CAMP STRAUSE ROAD,,PA,,LEBANON,Bethel,04479,Open,2026,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3164,2025-12-18 15:16:41,2025-12-18 15:16:41
2807,3165,"FISCHER'S LIL' KENNEL",200 CAMP STRAUSE ROAD,,PA,,LEBANON,Bethel,04480,Open,2026,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3165,2025-12-18 15:16:41,2025-12-18 15:16:41
2808,2864,"Fox Breeze Kennel & Grooming, Inc.",4090 Shanamantown Road,,PA,,LEBANON,N Annville,04128,Open,2026,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/2864,2025-12-18 15:16:41,2025-12-18 15:16:41
2809,17834,Fur Friends Kennel LLC,1310 Mt. Pleasant Rd.,,PA,,LEBANON,S. Annville,17970,Open,2026,CK6: 501 or more dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17834,2025-12-18 15:16:42,2025-12-18 15:16:42
2810,17914,Glen Weaver Kennel,5615 Valley Glen Rd,,PA,,LEBANON,,18050,Closed - Voluntarily,2024,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17914,2025-12-18 15:16:42,2025-12-18 15:16:42
2811,17685,Gold Star Puppies LLC,149 N Ramona Rd.,,PA,,LEBANON,Jackson,17821,Open,2025,CK3: 101-150 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17685,2025-12-18 15:16:43,2025-12-18 15:16:43
2812,2414,"GRETA'S PET SITTING",314 Fort Swatara Road,,PA,,LEBANON,Union,03618,Closed - Enforcement Related,2021,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/2414,2025-12-18 15:16:43,2025-12-18 15:16:43
2813,1493,Groom and Room By Donna,350 Mountville Drive,,PA,,LEBANON,Swatara,02506,Closed - Voluntarily,2023,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/1493,2025-12-18 15:16:43,2025-12-18 15:16:43
2814,3001,"Grr's and Purrs Animal Rescue",314 Fort Swatara Road,,PA,,LEBANON,Union,04290,Closed - Enforcement Related,2021,NP: Non-Profit,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3001,2025-12-18 15:16:44,2025-12-18 15:16:44
2815,17513,Homespun Doodles,633 E. Guilford Street,,PA,,LEBANON,Lebanon City,17649,Closed - Voluntarily,2025,CK2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17513,2025-12-18 15:16:44,2025-12-18 15:16:44
2816,18152,Homespun Doodles,633 E. Guilford Street,,PA,,LEBANON,Lebanon City,18287,Closed - Voluntarily,2025,DK1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18152,2025-12-18 15:16:44,2025-12-18 15:16:44
2817,2879,Hidden Acres Kennels,40 Sportsman Lane,,PA,,LEBANON,Heidelburg,04147,Closed - Voluntarily,2025,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/2879,2025-12-18 15:16:44,2025-12-18 15:16:44
2818,18717,Huckleberry Acres,19 Huckleberry Road,,PA,,LEBANON,Union,18851,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18717,2025-12-18 15:16:45,2025-12-18 15:16:45
2819,2399,Humane Society of Lebanon County,150 N Ramona Road,,PA,,LEBANON,Jackson,03603,Open,2026,HS: Humane Society,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/2399,2025-12-18 15:16:45,2025-12-18 15:16:45
2820,1495,Jo-Mi Kennels,83 West Pine Street,,PA,,LEBANON,Palmyra Boro,02508,Closed - Voluntarily,2021,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/1495,2025-12-18 15:16:46,2025-12-18 15:16:46
2821,14811,J.E.M. Petsitting,1803 Quarry Rd,,PA,,LEBANON,Swatara,15961,Closed - Voluntarily,2021,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/14811,2025-12-18 15:16:46,2025-12-18 15:16:46
2822,17376,"Jonathan Lapp, Jr.",123 Cherry Lane Rd.,,PA,,LEBANON,Heidleberg,17512,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17376,2025-12-18 15:16:46,2025-12-18 15:16:46
2823,17679,Joz Doodles,299 N. Locust Street,,PA,,LEBANON,Jackson,17815,Closed - Voluntarily,2025,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17679,2025-12-18 15:16:46,2025-12-18 15:16:46
2824,12859,K9 Cove,906 Kimmerlings Rd,,PA,,LEBANON,North Lebanon,14028,Closed - Voluntarily,2020,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/12859,2025-12-18 15:16:47,2025-12-18 15:16:47
2825,18522,Kenbrook K9s,1830 Kenbrook Rd,,PA,,LEBANON,Swatara,18656,Open,2026,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18522,2025-12-18 15:16:47,2025-12-18 15:16:47
2826,3533,Kim Eberly Kennel,141 S Millbach Rd,,PA,,LEBANON,Millcreek,04854,Open,2026,BK2: 11-25 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3533,2025-12-18 15:16:47,2025-12-18 15:16:47
2827,8815,Kim Eberly Kennel,141 South Millbach Rd,,PA,,LEBANON,Millcreek,10020,Open,2026,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/8815,2025-12-18 15:16:47,2025-12-18 15:16:47
2828,1497,Kind Hearted Pet Resort,49 Pleasantview Road,,PA,,LEBANON,E Hanover,02510,Closed - Voluntarily,2021,BK2: 11-25 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/1497,2025-12-18 15:16:47,2025-12-18 15:16:47
2829,17709,Kind Hearted Pets,49 Pleasant View Road,,PA,,LEBANON,E Hanover,17845,Open,2025,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17709,2025-12-18 15:16:48,2025-12-18 15:16:48
2830,15483,"King's Kennel",30 Deep Run Rd,,PA,,LEBANON,Jackson,16628,Closed - Voluntarily,2024,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15483,2025-12-18 15:16:48,2025-12-18 15:16:48
2831,17363,"Kline's Goldens and Shepherds",610 S. Ramona Rd.,,PA,,LEBANON,Jackson,17501,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17363,2025-12-18 15:16:48,2025-12-18 15:16:48
2832,15026,"Kneasels' Kustom Dog Kare",30 Palm Ln,,PA,,LEBANON,South Lebanon,16176,Closed - Voluntarily,2022,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15026,2025-12-18 15:16:49,2025-12-18 15:16:49
2833,1498,Limestone Ridge Kennel,1671 Louser Road,,PA,,LEBANON,S Annville,02511,Open,2025,BK2: 11-25 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/1498,2025-12-18 15:16:49,2025-12-18 15:16:49
2834,15117,Little Mountain Doodles,24 Apple Creek LN,,PA,,LEBANON,,16266,Closed - Voluntarily,2017,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15117,2025-12-18 15:16:49,2025-12-18 15:16:49
2835,15118,Little Mountain Doodles,5 Apple Creek Lane,,PA,,LEBANON,Myerstown,16267,Open,2025,DK3: 101-150 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15118,2025-12-18 15:16:50,2025-12-18 15:16:50
2836,17717,Longenecker Show Stock,125 Heisey Road,,PA,,LEBANON,N. Annville,17853,Closed - Voluntarily,2021,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17717,2025-12-18 15:16:50,2025-12-18 15:16:50
2837,15430,Little Paws Dog Shop,19 East Main St,,PA,,LEBANON,Palmyra,16575,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15430,2025-12-18 15:16:50,2025-12-18 15:16:50
2838,9535,Loving Paws,73 Harrison School Rd,,PA,,LEBANON,East Hanover,10735,Open,2025,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/9535,2025-12-18 15:16:50,2025-12-18 15:16:50
2839,17462,Maple Lane Australian Labradoodles,881 Church Road,,PA,,LEBANON,S Annville,17598,Open,2025,CK2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17462,2025-12-18 15:16:51,2025-12-18 15:16:51
2840,1500,Meadowsweet Kennel,56 Lincoln School Road,,PA,,LEBANON,E Hanover,02513,Closed - Voluntarily,2022,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/1500,2025-12-18 15:16:51,2025-12-18 15:16:51
2841,17772,Maple Lane Australian Labradoodles Training,881 Church Road,,PA,,LEBANON,S Annville,17908,Open,2025,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17772,2025-12-18 15:16:51,2025-12-18 15:16:51
2842,17542,Misty Meadows Kennel,609 St. Rt. 419,,PA,,LEBANON,Mill Creek,17678,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17542,2025-12-18 15:16:51,2025-12-18 15:16:51
2843,3552,Misty Run,1900 Mt Zion Rd,,PA,,LEBANON,Bethel,04873,Closed - Voluntarily,2023,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3552,2025-12-18 15:16:52,2025-12-18 15:16:52
2844,17142,Newswangers Kennel,563 St Rt. 419,,PA,,LEBANON,Millcreek,17280,Open,2025,CK4: 151-250 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17142,2025-12-18 15:16:52,2025-12-18 15:16:52
2845,1502,OAKCREST MERRYGOLDS  KENNEL,901 N College Street,,PA,,LEBANON,Jackson,02515,Closed - Voluntarily,2019,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/1502,2025-12-18 15:16:52,2025-12-18 15:16:52
2846,15085,Palmyra Animal Clinic,926 E Main St,,PA,,LEBANON,,16234,Closed - Voluntarily,2017,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15085,2025-12-18 15:16:52,2025-12-18 15:16:52
2847,15943,Owl Creek Cavaliers,44 Golf Road,,PA,,LEBANON,Jackson,17081,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15943,2025-12-18 15:16:52,2025-12-18 15:16:52
2848,15660,Palmyra Animal Clinic,920 East Main Street,,PA,,LEBANON,,16803,Closed - Voluntarily,2022,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15660,2025-12-18 15:16:53,2025-12-18 15:16:53
2849,6229,Pawz & Clawz,528 East Penn Ave,,PA,,LEBANON,North Cornwall,07466,Closed - Voluntarily,2020,K4: 151-250 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/6229,2025-12-18 15:16:53,2025-12-18 15:16:53
2850,15111,Paws and Kisses Pet Sitting,1497 Horseshoe Pike,,PA,,LEBANON,South Annville,16260,Open,2026,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15111,2025-12-18 15:16:53,2025-12-18 15:16:53
2851,17516,Peace Love and Poms Rescue Inc.,706 Hill Street,,PA,,LEBANON,Lebanon City,17652,Open,2026,K3: 101-150 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17516,2025-12-18 15:16:54,2025-12-18 15:16:54
2852,17597,Pee-Chee Doodles,214 S. Millbach Rd.,,PA,,LEBANON,Millcreek,17733,Closed - Voluntarily,2023,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17597,2025-12-18 15:16:54,2025-12-18 15:16:54
2853,15611,Pet Valu 5116,1729 Quentin Highway,,PA,,LEBANON,,16755,Closed - Voluntarily,2020,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15611,2025-12-18 15:16:55,2025-12-18 15:16:55
2854,15658,Pet Valu 5171,901 E. Main Street,,PA,,LEBANON,,16801,Closed - Voluntarily,2020,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15658,2025-12-18 15:16:55,2025-12-18 15:16:55
2855,3270,PetSmart Inc  #1643,1125 Quentin Rd,,PA,,LEBANON,,04591,Open,2025,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3270,2025-12-18 15:16:55,2025-12-18 15:16:55
2856,17481,Red Barn Bassets,111 Stricklerstown Loop Rd.,,PA,,LEBANON,Millcreek,17617,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17481,2025-12-18 15:16:55,2025-12-18 15:16:55
2857,17957,Red Fox Mountain,923 Texter Mountain Rd.,,PA,,LEBANON,Millcreek,18093,Open,2026,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17957,2025-12-18 15:16:55,2025-12-18 15:16:55
2858,17475,Reeds-Creek Labs and Mini Dachshunds,17 Reeds Creek Road,,PA,,LEBANON,East Hanover,17611,Open,2025,CK5: 251-500 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17475,2025-12-18 15:16:56,2025-12-18 15:16:56
2859,13362,Regal Image,420 Smith Lane,,PA,,LEBANON,South Annville,14525,Open,2026,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/13362,2025-12-18 15:16:56,2025-12-18 15:16:56
2860,18016,Regalimage Boarding,420 Smith Lane,,PA,,LEBANON,S. Annville,18152,Open,2026,BK2: 11-25 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18016,2025-12-18 15:16:56,2025-12-18 15:16:56
2861,18327,Richland View Pups,120 Sonnens Road,,PA,,LEBANON,Millcreek,18462,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18327,2025-12-18 15:16:56,2025-12-18 15:16:56
2862,8793,"Ridley's Red Retrievers",324 King St,,PA,,LEBANON,Jackson,09998,Open,2025,CK4: 151-250 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/8793,2025-12-18 15:16:57,2025-12-18 15:16:57
2863,18303,"Robertson's Retrievers and Doodles",1635 Colebrook Road,,PA,,LEBANON,N Cornwall,18438,Open,2026,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18303,2025-12-18 15:16:57,2025-12-18 15:16:57
2864,15694,Rocky Ridge Pets,10 Setherb Road,,PA,,LEBANON,Millcreek,16836,Closed - Voluntarily,2019,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15694,2025-12-18 15:16:57,2025-12-18 15:16:57
2865,17621,Rogue Mountain Manor,67 S. Mountain Rd.,,PA,,LEBANON,Millcreek,17757,Open,2025,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17621,2025-12-18 15:16:58,2025-12-18 15:16:58
2866,15780,S & L Kennels,203 N. Sheridan Road,,PA,,LEBANON,Millcreek,16919,Closed - Voluntarily,2024,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15780,2025-12-18 15:16:58,2025-12-18 15:16:58
2867,17529,Schuylkill Mt. Puppies,2003 Mt. Zion Road,,PA,,LEBANON,Bethel,17665,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17529,2025-12-18 15:16:58,2025-12-18 15:16:58
2868,18046,Schwartz Agriculture,3014 St Rte 72,,PA,,LEBANON,Union,18181,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18046,2025-12-18 15:16:58,2025-12-18 15:16:58
2869,18250,Shady Hollow Farm,255 Gibble Road,,PA,,LEBANON,Heidelburg,18385,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18250,2025-12-18 15:16:59,2025-12-18 15:16:59
2870,1504,Shady Hollow Kennel,257 Gibble Rd,,PA,,LEBANON,Heidelburg,02517,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/1504,2025-12-18 15:16:59,2025-12-18 15:16:59
2871,18758,Sinkhole Valley Kennel,1605 Fonderwhite Rd,,PA,,LEBANON,South Lebanon,18892,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18758,2025-12-18 15:16:59,2025-12-18 15:16:59
2872,18061,Speedwell Forge Dog Services,113 Woodlawn Avenue,,PA,,LEBANON,S Londonderry,18196,Open,2025,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18061,2025-12-18 15:17:00,2025-12-18 15:17:00
2873,17917,Speedwell Forge Dog Services LLC,113 Woodlawn Avenue,,PA,,LEBANON,S Londonderry,18053,Open,2025,DK1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17917,2025-12-18 15:17:00,2025-12-18 15:17:00
2874,15764,Springers of Prescott,25 Jackson Road,,PA,,LEBANON,South Lebanon,16905,Open,2025,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15764,2025-12-18 15:17:00,2025-12-18 15:17:00
2875,3753,Sunny Acre Puppies LLC,752 Stracks Dam Rd,,PA,,LEBANON,Jackson,05068,Closed - Voluntarily,2024,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3753,2025-12-18 15:17:00,2025-12-18 15:17:00
2876,17850,Sunrise View Kennels,101 Krumstown Rd,,PA,,LEBANON,Jackson,17986,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17850,2025-12-18 15:17:01,2025-12-18 15:17:01
2877,3712,Susquehanna Service Dogs,1078 Gravel Hill Rd,,PA,,LEBANON,East Hanover,05033,Open,2026,SD: Service Dog Kennel,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3712,2025-12-18 15:17:01,2025-12-18 15:17:01
2878,15688,Texture Mountain Kennel,287 Cocalico Road,,PA,,LEBANON,Mill Creek,16830,Open,2026,K4: 151-250 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15688,2025-12-18 15:17:01,2025-12-18 15:17:01
2879,18283,The Cocker Cingdom,649 Houtztown Road,,PA,,LEBANON,Jackson,18418,Open,2026,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18283,2025-12-18 15:17:01,2025-12-18 15:17:01
2880,15785,The Hound Lounge,227 Chestnut Street,,PA,,LEBANON,Lebanon,16924,Closed - Voluntarily,2018,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15785,2025-12-18 15:17:02,2025-12-18 15:17:02
2881,17495,Treehouse Family Puppies,2507 Heilmandale Road,,PA,,LEBANON,North Annville,17631,Closed - Voluntarily,2024,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17495,2025-12-18 15:17:02,2025-12-18 15:17:02
2882,15234,Tri-Z Kennel,151 Elco Drive,,PA,,LEBANON,,16382,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15234,2025-12-18 15:17:02,2025-12-18 15:17:02
2883,14998,Valley Animal Hospital,520  E Ridge rd,,PA,,LEBANON,Palmyra,16148,Closed - Voluntarily,2020,BK2: 11-25 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/14998,2025-12-18 15:17:03,2025-12-18 15:17:03
2884,17415,Villa Pine Poodles and Doodles,811 Weavertown Rd.,,PA,,LEBANON,Millcreek,17551,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17415,2025-12-18 15:17:03,2025-12-18 15:17:03
2885,17490,"Wagin' Tails Resort",906 Kimmerlings Road,,PA,,LEBANON,North Lebanon,17626,Open,2025,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/17490,2025-12-18 15:17:03,2025-12-18 15:17:03
2886,18107,Wattsville Canines,6 Jan Dale Avenue,,PA,,LEBANON,N. Londonderry,18242,Open,2025,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/18107,2025-12-18 15:17:03,2025-12-18 15:17:03
2887,3388,Xtreme Pups,2323 State Route 72,,PA,,LEBANON,UNION,04709,Open,2025,K2: 51-100 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/3388,2025-12-18 15:17:05,2025-12-18 15:17:05
2888,15859,KC Poodles of PA,3962 Chestnut Street,,PA,,LEHIGH,Upper Milford,16998,Open,2026,K4: 151-250 dogs per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/15859,2025-12-18 15:17:07,2025-12-18 15:17:07
2889,8045,A Frame of Mind Dog Boarding,6719 Old Grange Rd,,PA,,LEHIGH,Washington,09253,Closed - Voluntarily,2017,BK1: 1-10 dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/8045,2025-12-18 15:17:09,2025-12-18 15:17:09
2890,1509,Animals In Distress,5075 Limeport Road,,PA,,LEHIGH,Upper Saucon,02522,Open,2025,HS: Humane Society,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/1509,2025-12-18 15:17:10,2025-12-18 15:17:10
2891,10611,Bow Wow and Meow,1648 South 4th St,,PA,,LEHIGH,City of Allentown,11802,Closed - Voluntarily,2019,K1: 50 dogs or less per year,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/10611,2025-12-18 15:17:11,2025-12-18 15:17:11
2892,1513,Briarberry Pet Centre,862 Kressler Road,,PA,,LEHIGH,Lower Macungie,02526,Closed - Voluntarily,2018,BK3: 26 or more dogs at any time,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/1513,2025-12-18 15:17:12,2025-12-18 15:17:12
2893,13017,Brindle Buddies & Friends,4508 Winding Rd,,PA,,LEHIGH,Laureldale,14185,Open,2025,HS: Humane Society,https://www.pda.pa.gov/PADogLawPublicKennelInspectionSearch/KennelInspections/Details/13017,2025-12-18 15:17:14,2025-12-18 15:17:14
